idx,transaction_id,user_id,transaction_date,product_category,product_name,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method,transaction_status,merchant_id,device_type,location,USD
1046,d6edeb9a-1560-4d40-b869-89abd04d0222,USER__178,2025-01-12,Loan Repayment,Education Loan EMI,SBI,2834.99,15.23,57.16,500,Bank Transfer,Successful,MERCH_0024,iOS,Urban,34.202639999999995
1047,d62b448f-50e8-49bd-b65b-e98463d8f4ea,USER__171,2024-10-03,Gaming Credits,500 Gems Pack,PUBG Mobile,1794.43,1.45,4.9,567,Wallet Balance,Successful,MERCH_0543,Android,Urban,21.55056
1048,793175da-d765-4a4e-9316-90ea35dc2351,USER__181,2024-09-25,Gas Bill,Commercial Gas Connection,Mahanagar Gas,9320.86,48.18,30.4,87,Wallet Balance,Successful,MERCH_0297,Android,Urban,112.42848000000001
1049,59059dc2-842c-4fd4-b3dc-2fe3800025ea,USER__152,2024-12-05,Water Bill,Commercial Property,Mumbai Water,3694.32,32.27,39.16,652,Bank Transfer,Successful,MERCH_0515,Android,Suburban,44.719080000000005
1050,ea0e293d-3c08-4ff0-bbe5-1ad3ed28f2fa,USER__187,2024-11-27,Water Bill,Industrial Use,Delhi Jal Board,8368.02,16.89,37.35,206,Credit Card,Successful,MERCH_0948,iOS,Suburban,100.61892
1051,c6b87b03-aa72-47cc-9e43-99b46c40f269,USER__006,2024-12-11,Flight Booking,Delhi to Mumbai,EaseMyTrip,2234.71,5.27,71.27,961,Debit Card,Successful,MERCH_0899,Android,Urban,26.87976
1052,3a223580-0010-4744-87a1-6a128ad036ea,USER__099,2024-11-08,Bus Ticket,Sleeper Class,AbhiBus,1659.75,32.25,52.01,734,Bank Transfer,Successful,MERCH_0446,iOS,Urban,20.304000000000002
1053,d425d05e-5d5a-47fa-ae0c-02b9c6997784,USER__180,2024-11-07,Water Bill,Borewell Charges,Mumbai Water,4196.36,25.73,67.47,480,Wallet Balance,Successful,MERCH_0266,Android,Urban,50.66507999999999
1054,ba5d3554-242f-44f8-b895-129165169191,USER__103,2024-11-06,Gift Card,Rs. 500 E-Gift Card,Lifestyle,5252.73,22.65,27.01,485,UPI,Successful,MERCH_0838,iOS,Rural,63.304559999999995
1055,46b447a1-e4f2-49da-b0e0-9ca22a102a13,USER__159,2024-12-27,Loan Repayment,Car Loan Installment,Axis Bank,5188.36,35.39,88.14,710,UPI,Successful,MERCH_0535,Android,Urban,62.685
1056,3c13b19f-2f7b-498f-b6c6-0adcfe40ced7,USER__020,2024-12-12,Gas Bill,Industrial Gas Supply,Indraprastha Gas,9766.84,14.31,41.64,580,Bank Transfer,Successful,MERCH_0719,Android,Urban,117.3738
1057,db2885f6-6a0c-49ec-979b-bb2ee851cf8b,USER__006,2024-10-13,Movie Ticket,3 Idiots,INOX,2057.08,34.75,29.12,778,Debit Card,Successful,MERCH_0137,iOS,Suburban,25.10196
1058,2c3a93f7-ead7-4169-9dca-b9ec3fa3d003,USER__119,2024-10-08,Gift Card,Rs. 1000 Shopping Voucher,Amazon Pay,2471.88,47.57,23.53,829,UPI,Successful,MERCH_0231,Web,Urban,30.233400000000003
1059,23d909ae-7a30-404b-bcb4-0f2250143c45,USER__122,2024-12-06,Loan Repayment,Education Loan EMI,HDFC Bank,592.06,28.98,79.73,252,Wallet Balance,Successful,MERCH_0614,iOS,Urban,7.4524799999999995
1060,56b3fd2b-0be1-4cfd-b231-b8937b9924b1,USER__104,2024-11-01,Hotel Booking,Deluxe Room,Fab Hotels,8505.08,26.66,54.21,677,Wallet Balance,Successful,MERCH_0777,Android,Urban,102.38088
1061,8c325496-76a3-4b22-a284-2166822c5d64,USER__065,2024-11-14,Insurance Premium,Health Insurance,LIC,405.31,8.66,37.06,541,Debit Card,Successful,MERCH_0189,Android,Urban,4.96764
1062,f43f33c7-9f57-4286-8e73-67b22ab57397,USER__191,2024-10-31,Taxi Fare,Outstation Trip,Meru,8719.64,21.31,45.17,838,Credit Card,Successful,MERCH_0465,Android,Rural,104.89139999999999
1063,30de8770-a4dd-43a4-9e31-bcd143b888e1,USER__151,2024-11-23,Hotel Booking,Dormitory Bed,Treebo,1004.3,33.95,5.56,478,Debit Card,Successful,MERCH_0254,iOS,Urban,12.459
1064,c3306d68-282b-409b-8077-a9c8b849dd95,USER__146,2024-10-29,Electricity Bill,Commercial Bill,CESC,2222.3,42.27,43.07,795,Debit Card,Successful,MERCH_0622,Android,Urban,27.174840000000003
1065,9eb890b1-be8f-448d-9bf9-1624a784ae07,USER__092,2025-01-03,Gaming Credits,Legendary Weapon,PUBG Mobile,7413.44,33.83,4.88,715,UPI,Successful,MERCH_0604,Android,Urban,89.36724
1066,e410b682-0130-47c8-b1d7-520babd51f30,USER__128,2024-10-05,Loan Repayment,Home Loan EMI,SBI,4088.44,30.53,16.98,330,Credit Card,Successful,MERCH_0258,Android,Urban,49.427640000000004
1068,84a993d2-9b6f-493f-aaa9-62e3d4cc962e,USER__128,2024-10-30,Online Shopping,Laptop Backpack,Nykaa,6970.44,38.31,3.97,103,Bank Transfer,Successful,MERCH_0531,Android,Urban,84.105
1069,f11bf63a-7796-4b2d-948d-5fe5f3d7bcd7,USER__103,2024-11-29,Mobile Recharge,Data Pack 50GB,Jio,4569.29,2.22,34.17,206,Wallet Balance,Successful,MERCH_0800,Android,Suburban,54.85812000000001
1070,1d63c32b-dfb8-4b72-963e-2bdd469f120e,USER__014,2024-10-27,Taxi Fare,Rental Package,Meru,186.02,12.4,95.34,701,Debit Card,Successful,MERCH_0690,Web,Urban,2.38104
1071,cc7a63eb-0a28-4e2c-99b0-02a2eeae579e,USER__187,2024-10-27,Gas Bill,Piped Natural Gas,Indraprastha Gas,3492.96,2.84,65.13,318,Bank Transfer,Successful,MERCH_0843,Android,Urban,41.949600000000004
1072,001af3c5-698f-444a-85a9-8c49dcadad5b,USER__169,2024-10-07,Streaming Service,Family Subscription,Amazon Prime,7100.96,42.07,1.95,913,Credit Card,Successful,MERCH_0375,Android,Urban,85.71636
1073,0445ac67-6d5f-4aa2-ac6f-2b2716943cd4,USER__034,2024-11-11,Education Fee,Python Programming Course,Vedantu,5985.2,17.2,4.7,190,Debit Card,Successful,MERCH_0045,Android,Urban,72.0288
1074,a3a3cb56-12fe-442f-bbca-b6156a5cbba2,USER__055,2024-10-15,Streaming Service,Premium Plan,SonyLIV,5177.58,8.4,39.95,859,Bank Transfer,Successful,MERCH_0907,iOS,Urban,62.231759999999994
1075,5e05bede-ef3c-41cb-9ab6-87f6e9cde40f,USER__080,2024-09-30,Rent Payment,Co-working Space,Housing.com,9870.22,48.79,88.92,41,Wallet Balance,Successful,MERCH_0003,iOS,Urban,119.02812
1077,ee8ed889-ad7a-43b2-b071-32ffadde303f,USER__132,2024-12-29,Online Shopping,Wireless Earbuds,Amazon,900.81,36.89,13.33,960,Bank Transfer,Successful,MERCH_0231,iOS,Urban,11.2524
1078,e9dd807d-5881-4722-8674-f5a388534085,USER__183,2024-10-24,Streaming Service,Family Subscription,Netflix,4670.24,48.23,35.9,492,UPI,Successful,MERCH_0374,Android,Urban,56.62163999999999
1079,5acf8d06-866b-4c44-a3ec-bf4080267b37,USER__002,2024-09-23,Gas Bill,Industrial Gas Supply,Indraprastha Gas,9510.92,20.53,35.05,838,Debit Card,Successful,MERCH_0178,Android,Urban,114.37740000000001
1080,7d4f7a40-7cfe-46ea-b571-cb8ee2abf504,USER__007,2024-10-23,Bus Ticket,Volvo Multi-Axle,AbhiBus,8795.34,38.36,92.35,468,Bank Transfer,Successful,MERCH_0971,Android,Urban,106.0044
1081,eb8b2100-bcae-4994-a164-f756e2fb098e,USER__049,2024-09-23,Hotel Booking,Suite,MakeMyTrip,6178.35,34.42,84.53,310,Wallet Balance,Successful,MERCH_0245,Android,Rural,74.55324
1082,2bfdf5d5-e8b9-478f-a823-1303474a12e7,USER__062,2025-01-03,Gift Card,Rs. 1000 Shopping Voucher,Lifestyle,7737.33,15.05,92.57,340,Debit Card,Successful,MERCH_0419,Web,Urban,93.02856
1083,b60f4d8b-0118-44c2-8128-df71c189d49c,USER__106,2024-10-19,Internet Bill,Fiber 100Mbps Plan,Jio Fiber,5095.99,32.5,92.37,273,Debit Card,Successful,MERCH_0386,Android,Suburban,61.54188
1085,e56d530b-4881-4464-b205-c3c6d9cbc88f,USER__055,2024-12-08,Movie Ticket,Avengers: Endgame,PVR Cinemas,1893.34,4.61,43.4,62,Wallet Balance,Successful,MERCH_0075,Android,Urban,22.775399999999998
1086,2ab2cdbe-5cc6-490d-b329-52ff0e0540c0,USER__173,2024-12-14,Movie Ticket,Avengers: Endgame,Cinepolis,8426.48,2.3,45.79,578,Debit Card,Successful,MERCH_0660,Android,Urban,101.14535999999998
1087,6f9ed0fd-e2c6-4098-a730-7dc8fbed6027,USER__100,2024-09-20,Food Delivery,Chilli Paneer,Swiggy,3330.08,37.97,84.96,140,Debit Card,Successful,MERCH_0751,iOS,Urban,40.416599999999995
1088,609cd19d-0d34-4476-ae8b-fd73757e7fda,USER__054,2024-10-31,Education Fee,Data Science Bootcamp,Udemy,6101.02,5.67,81.47,433,Debit Card,Successful,MERCH_0308,Android,Urban,73.28028
1089,b418d3d0-0dc2-4b98-b704-b9b4a26f4fc6,USER__057,2024-12-25,Mobile Recharge,Data Pack 50GB,Jio,8191.44,7.66,11.37,178,Credit Card,Successful,MERCH_0051,Android,Urban,98.3892
1090,8e6df4d4-ceab-4d18-9b75-ffcd11b5c7ea,USER__160,2024-12-09,Grocery Shopping,Refined Sunflower Oil,Flipkart Supermart,1719.71,26.79,41.93,809,Bank Transfer,Successful,MERCH_0386,Android,Urban,20.958000000000002
1091,0c9ff8a5-6e77-4e66-a267-0f3995ba9d61,USER__153,2024-12-03,Hotel Booking,Villa,Treebo,5722.38,44.83,97.86,189,Bank Transfer,Successful,MERCH_0879,iOS,Rural,69.20652
1092,388b09d2-a4a7-41b8-a2f7-7df5ba2212ba,USER__106,2024-11-29,Taxi Fare,Airport Transfer,Rapido,4977.6,11.67,88.68,763,Bank Transfer,Successful,MERCH_0170,iOS,Urban,59.87124000000001
1093,4820c349-ec38-4f0c-ad6d-084e30bfe319,USER__196,2024-10-27,Gift Card,Rs. 250 Coffee Shop Card,Pantaloons,9723.55,19.06,96.45,25,Debit Card,Successful,MERCH_0154,Web,Suburban,116.91131999999999
1094,beee6a45-02f3-4897-9508-e0393fe3b3e2,USER__020,2024-12-15,Food Delivery,Butter Chicken,Domino's,617.21,35.07,88.95,38,Wallet Balance,Successful,MERCH_0665,Android,Urban,7.827360000000001
1095,4c4cfe48-fc4c-4481-b7d5-7aeb1d98c965,USER__128,2025-01-07,Hotel Booking,Service Apartment,OYO Rooms,7203.32,19.47,22.11,596,Credit Card,Successful,MERCH_0031,Android,Urban,86.67348
1096,3e2b3383-8193-4a3f-bcb3-900bd2b3eb17,USER__062,2024-09-05,Water Bill,Tanker Supply,Chennai Metro Water,4771.43,31.09,10.72,205,Wallet Balance,Successful,MERCH_0489,Android,Rural,57.63024000000001
1097,ff9b1b18-f99a-4d2a-b941-76c6690592d4,USER__051,2024-09-16,Gas Bill,Commercial Gas Connection,Mahanagar Gas,4648.68,5.35,33.64,480,Debit Card,Successful,MERCH_0090,Android,Suburban,55.84836000000001
1098,a59d965f-8ca9-4f9a-bfdd-b8164efdc959,USER__164,2024-09-19,Grocery Shopping,Dairy Milk Chocolate,Amazon Pantry,973.64,31.98,32.91,634,Debit Card,Successful,MERCH_0098,iOS,Urban,12.06744
1099,fe99180e-624e-4771-bfc3-cd7d0637377b,USER__070,2024-12-02,Hotel Booking,Villa,Treebo,7429.61,41.61,19.48,999,Credit Card,Successful,MERCH_0091,Android,Urban,89.65464
1100,3072d065-0f62-4448-b2f8-b8f6f6edd70a,USER__158,2024-10-23,Streaming Service,Basic Plan,ZEE5,9243.47,43.24,61.94,95,Credit Card,Successful,MERCH_0536,Android,Rural,111.44051999999999
1101,ebb45909-84df-4194-bef3-962d57057118,USER__119,2024-09-09,Education Fee,MBA Entrance Prep,Udemy,2081.05,17.54,10.25,594,Bank Transfer,Successful,MERCH_0263,Android,Urban,25.183080000000004
1102,764d19a7-27a7-4f15-b5ca-3149979d649b,USER__169,2024-11-19,Food Delivery,Pizza Margherita,Foodpanda,1686.64,1.2,49.16,542,Credit Card,Successful,MERCH_0194,iOS,Urban,20.254080000000002
1105,a3daf0a6-54e1-4f2c-9a45-66a19e4c746c,USER__135,2025-01-01,Streaming Service,Premium Plan,Hotstar,5730.61,43.04,66.63,783,UPI,Successful,MERCH_0910,Android,Suburban,69.2838
1106,268a2990-4804-4a3a-abfe-520acaa19352,USER__180,2024-10-05,Mobile Recharge,Family Plan 999,BSNL,9910.97,15.44,56.6,217,Debit Card,Successful,MERCH_0461,Web,Suburban,119.11692000000001
1107,aeecf764-3cee-4a31-a7e7-44916742a3e4,USER__044,2024-12-13,Education Fee,Data Science Bootcamp,Unacademy,1435.38,44.14,92.85,409,UPI,Successful,MERCH_0847,Web,Suburban,17.754240000000003
1109,170e38cd-a189-43e2-b456-690b23530762,USER__139,2024-10-13,Hotel Booking,Suite,OYO Rooms,3332.63,35.04,96.35,851,Bank Transfer,Successful,MERCH_0573,Android,Urban,40.412040000000005
1110,74d9b0d9-96c7-4b6c-9e60-f9cc19489ae0,USER__081,2024-09-10,Food Delivery,Vegetable Biryani,Uber Eats,9212.26,30.85,85.6,141,UPI,Successful,MERCH_0017,Android,Suburban,110.91732
1111,4e8b26c1-4636-4186-8130-54c8dd26f769,USER__186,2024-11-10,Internet Bill,Student Special Plan,BSNL Broadband,9786.89,4.3,56.86,603,Wallet Balance,Successful,MERCH_0326,Android,Urban,117.49427999999999
1112,5af9f733-3c7b-479f-9f60-9df98b80e194,USER__111,2024-09-18,Bus Ticket,AC Seater,MakeMyTrip Bus,5559.1,28.81,67.96,476,Debit Card,Successful,MERCH_0229,Web,Urban,67.05492000000001
1113,75db3aca-535c-416e-a63f-2d3dd51a4355,USER__045,2024-12-23,Taxi Fare,Rental Package,Ola,6316.41,40.01,85.28,957,Wallet Balance,Successful,MERCH_0076,Android,Urban,76.27704
1114,0209dcb6-ef8f-42b3-9389-f71311e7bb21,USER__056,2024-11-18,Water Bill,Commercial Property,Delhi Jal Board,3319.77,42.12,38.49,951,Wallet Balance,Successful,MERCH_0458,Android,Suburban,40.34268
1115,7f8b9db8-6c67-4e7e-87df-1f9623edcce6,USER__041,2025-01-04,Rent Payment,1BHK Apartment Rent,OYO Life,827.42,27.42,63.86,366,Credit Card,Successful,MERCH_0090,iOS,Urban,10.25808
1116,b6c551df-1168-4b9f-8648-327f8a91bc10,USER__186,2025-01-07,Food Delivery,Vegetable Biryani,Zomato,5674.21,14.76,17.3,440,Bank Transfer,Successful,MERCH_0134,Android,Suburban,68.26764
1117,cc5addde-9c68-4272-b1d1-f3fb5c461f10,USER__117,2025-01-10,Hotel Booking,Deluxe Room,Airbnb,4360.97,7.48,32.23,914,Credit Card,Successful,MERCH_0336,Android,Urban,52.4214
1118,aa2a9611-aec3-46bc-974f-47a809131f21,USER__159,2024-10-23,Movie Ticket,Dangal,Carnival Cinemas,2865.21,18.91,87.67,431,UPI,Successful,MERCH_0166,Android,Urban,34.60944
1119,9868b981-1392-4b09-946a-7f448e3068ed,USER__039,2024-12-16,Flight Booking,Pune to Goa,Yatra,2660.29,32.05,69.14,147,UPI,Successful,MERCH_0672,Android,Urban,32.308080000000004
1120,37cce058-479e-4fab-98fc-af61c142d790,USER__045,2024-12-20,Hotel Booking,Deluxe Room,Airbnb,2518.49,32.93,31.53,459,Debit Card,Successful,MERCH_0069,Android,Suburban,30.617039999999996
1121,46f19c8a-e11c-4eed-9bf7-f2696242d7b6,USER__193,2024-12-10,Bus Ticket,AC Seater,AbhiBus,1597.08,8.06,33.12,94,Credit Card,Successful,MERCH_0025,Android,Rural,19.26168
1122,eb283543-36a8-47e6-a7df-5da8a4b78154,USER__167,2024-12-10,Rent Payment,Commercial Space Rent,Housing.com,5621.02,5.94,82.88,670,UPI,Successful,MERCH_0271,Android,Urban,67.52352
1123,4b218398-b98c-4a68-a59b-a592db8439f5,USER__025,2024-11-25,Grocery Shopping,Mixed Fruit Jam,Amazon Pantry,8838.76,12.72,81.71,104,UPI,Successful,MERCH_0436,Android,Urban,106.21776
1124,288fcf58-526d-48ba-b051-db7cb04bc434,USER__037,2024-11-20,Loan Repayment,Home Loan EMI,Axis Bank,8293.67,3.57,48.96,111,Wallet Balance,Successful,MERCH_0887,iOS,Urban,99.56688
1125,a394773a-70c2-4b3b-abb0-5cb2e46b9ae2,USER__093,2024-12-15,Gaming Credits,Legendary Weapon,Roblox,407.27,13.53,11.33,263,Bank Transfer,Successful,MERCH_0976,Android,Suburban,5.0496
1126,6c551bdd-df7f-44ed-8ab0-61845a11597c,USER__192,2025-01-02,Online Shopping,Wireless Earbuds,Flipkart,1677.87,11.41,88.92,585,Credit Card,Successful,MERCH_0101,Android,Urban,20.27136
1127,d3e12b72-39da-478b-aea1-f041704a196f,USER__061,2024-10-13,Insurance Premium,Travel Insurance,ICICI Prudential,5952.14,34.94,42.5,372,Credit Card,Successful,MERCH_0932,Android,Urban,71.84496
1128,79bc72f6-25b5-4bce-85ce-17ff8a57c026,USER__178,2024-09-03,Hotel Booking,Service Apartment,Airbnb,5704.68,47.19,33.03,140,Bank Transfer,Successful,MERCH_0005,Web,Urban,69.02244
1129,1503eef7-bf2e-4d3b-829d-bbf3efe4c749,USER__106,2024-09-09,Movie Ticket,PK,PVR Cinemas,6545.34,5.62,6.24,506,UPI,Successful,MERCH_0192,Android,Urban,78.61152
1130,265b1e56-e25a-4d21-90d4-7ccbb92270cb,USER__157,2025-01-09,Flight Booking,Ahmedabad to Jaipur,Cleartrip,2863.25,30.01,27.05,349,Wallet Balance,Successful,MERCH_0631,Android,Urban,34.719120000000004
1131,65ed79f4-3982-425e-8f95-b0ab04233580,USER__125,2024-09-07,Electricity Bill,Commercial Bill,Reliance Energy,1096.87,20.89,79.51,656,Credit Card,Successful,MERCH_0122,Web,Suburban,13.413120000000001
1132,527f0729-b0f6-4227-a985-951b9f9091dc,USER__158,2024-12-16,Food Delivery,Vegetable Biryani,Foodpanda,2824.0,39.74,10.35,433,Wallet Balance,Successful,MERCH_0065,Android,Suburban,34.36488
1133,cdea3c4a-c317-4e3b-889b-2e0c9d592782,USER__184,2024-12-18,Education Fee,Data Science Bootcamp,Udemy,7317.56,9.53,50.35,257,Bank Transfer,Successful,MERCH_0126,iOS,Urban,87.92508000000001
1134,a8916f44-8a42-4b75-a8bb-25c8b76eea29,USER__148,2025-01-06,Streaming Service,Premium Plan,Amazon Prime,3680.24,9.74,2.17,536,Credit Card,Successful,MERCH_0463,Android,Suburban,44.279759999999996
1135,7002d133-6d92-48aa-9758-462deec1cfea,USER__027,2024-12-24,Flight Booking,Bangalore to Kolkata,Ixigo,2480.04,42.84,50.09,839,Credit Card,Successful,MERCH_0466,Android,Urban,30.27456
1136,2f3c6063-b527-45fc-8a3b-aea10960a291,USER__173,2024-09-16,Taxi Fare,Rental Package,Uber,1525.52,45.74,40.58,630,Credit Card,Successful,MERCH_0795,Android,Urban,18.85512
1137,abb65a0e-97fd-40f0-981b-15a3f45c9851,USER__165,2025-01-09,Flight Booking,Delhi to Mumbai,Cleartrip,9817.06,33.29,69.04,194,Wallet Balance,Successful,MERCH_0058,Android,Suburban,118.2042
1138,bee201bd-2980-47f7-9834-7d27b7e45de2,USER__005,2024-11-08,Insurance Premium,Motor Insurance,ICICI Prudential,571.39,43.67,6.78,630,Wallet Balance,Successful,MERCH_0334,Android,Suburban,7.380719999999999
1139,7895dbe2-20a9-46f2-826f-8550b9012844,USER__079,2024-12-06,Taxi Fare,Share Ride,Rapido,6733.09,22.58,29.38,819,UPI,Successful,MERCH_0912,iOS,Suburban,81.06804
1140,4bf27ab4-06df-4f26-a5d2-5db30454568f,USER__034,2024-11-03,Flight Booking,Pune to Goa,Yatra,8740.5,44.84,62.67,920,Credit Card,Successful,MERCH_0677,iOS,Rural,105.42408
1142,61260ac9-dcc4-4ccc-805a-34851d9ef170,USER__182,2024-12-29,Rent Payment,2BHK Flat Deposit,Nestaway,4027.2,20.53,86.44,907,Bank Transfer,Successful,MERCH_0046,Android,Urban,48.57276
1144,5667b14e-8c99-4848-b1e4-61747abbfb1d,USER__200,2024-12-21,Bus Ticket,AC Seater,Goibibo,9630.17,0.2,42.01,987,Debit Card,Successful,MERCH_0338,Android,Suburban,115.56444000000002
1145,de95ba5a-5daa-4638-9145-bd704b4992a6,USER__158,2024-10-09,Rent Payment,1BHK Apartment Rent,NoBroker,931.66,47.48,87.99,440,Wallet Balance,Successful,MERCH_0268,iOS,Urban,11.74968
1146,adc8bd1c-be9f-4fa8-a3ca-f775fdbb0f22,USER__095,2024-10-05,Bus Ticket,AC Seater,AbhiBus,8084.03,41.45,38.94,73,Bank Transfer,Successful,MERCH_0752,Android,Urban,97.50576
1147,3b4b8685-5f80-4f4f-bd7c-74ee03ed053f,USER__179,2025-01-01,Gaming Credits,Legendary Weapon,Call of Duty Mobile,1004.36,15.94,76.75,824,Debit Card,Successful,MERCH_0478,iOS,Urban,12.2436
1148,66397d60-bd76-4032-ab4f-eb8f1ff2ea12,USER__062,2024-12-04,Online Shopping,Laptop Backpack,Myntra,8971.06,16.97,82.42,911,Debit Card,Successful,MERCH_0863,iOS,Urban,107.85636
1149,7f1d662c-9364-4eb3-b4f5-4ad650c2e20e,USER__083,2024-10-19,Insurance Premium,Motor Insurance,LIC,3330.47,28.91,29.1,443,Bank Transfer,Successful,MERCH_0750,Android,Urban,40.31256
1150,dea2f280-c7c9-4f21-b46a-f135311a4ea2,USER__069,2024-12-22,Movie Ticket,Avengers: Endgame,PVR Cinemas,4603.23,29.74,35.28,951,Bank Transfer,Successful,MERCH_0686,Android,Rural,55.595639999999996
1151,63d11bbe-1fe0-47d5-8847-0cbd2bb10e10,USER__085,2024-10-10,Mobile Recharge,Postpaid Plan 599,BSNL,2249.67,31.66,58.02,905,Bank Transfer,Successful,MERCH_0273,Android,Suburban,27.37596
1152,3100cd33-f2c6-48f4-914c-422dbeba9176,USER__096,2024-10-01,Taxi Fare,City Ride,Rapido,5483.53,47.49,68.46,464,UPI,Successful,MERCH_0459,iOS,Suburban,66.37223999999999
1153,c6371376-5fd8-42b6-ae4e-1b959457e6cc,USER__079,2024-09-22,Loan Repayment,Home Loan EMI,SBI,8336.79,17.71,80.09,349,Bank Transfer,Successful,MERCH_0775,iOS,Suburban,100.254
1154,b1b8aba0-ad81-4e58-8e76-bf2e63cd96dc,USER__003,2024-11-08,Food Delivery,Vegetable Biryani,Foodpanda,3369.6,21.95,95.57,685,UPI,Successful,MERCH_0938,Web,Urban,40.6986
1155,2c71d7e3-df0b-4633-867e-b8401c5f4bf8,USER__142,2024-09-20,Internet Bill,Fiber 100Mbps Plan,ACT Fibernet,3931.97,23.37,98.89,491,UPI,Successful,MERCH_0665,iOS,Urban,47.464079999999996
1156,512ee1ce-56d6-435a-9301-415f28c904e1,USER__024,2024-09-05,Mobile Recharge,Prepaid Plan 399,Vodafone,1556.56,19.85,7.62,844,Bank Transfer,Successful,MERCH_0209,iOS,Rural,18.916919999999998
1157,48bc49e0-249b-4eda-a0f2-5d8f344eb13a,USER__164,2024-09-17,Internet Bill,Fiber 100Mbps Plan,Airtel Broadband,190.49,28.35,79.17,897,Wallet Balance,Successful,MERCH_0654,iOS,Urban,2.62608
1158,f9abd51c-f448-43d1-843f-3b57a5c5bc9a,USER__036,2024-12-07,Flight Booking,Bangalore to Kolkata,MakeMyTrip,5457.72,26.23,70.27,908,Debit Card,Successful,MERCH_0990,Android,Rural,65.8074
1159,f610c322-a508-4355-98ce-33445eb69523,USER__091,2024-12-24,Loan Repayment,Personal Loan Payment,Bajaj Finserv,9195.02,16.41,99.2,925,Bank Transfer,Successful,MERCH_0538,Android,Urban,110.53716
1160,6f06e2ca-f5bd-4dbf-9e2a-8083270b80aa,USER__001,2024-09-25,Food Delivery,Pizza Margherita,Foodpanda,9274.6,4.71,79.3,912,Wallet Balance,Successful,MERCH_0758,Android,Suburban,111.35172
1161,f380b1fe-1f58-4b2c-b495-ac7932e08e2c,USER__139,2024-11-14,Grocery Shopping,Refined Sunflower Oil,Flipkart Supermart,3246.7,29.11,67.77,759,Debit Card,Successful,MERCH_0310,Web,Rural,39.30972
1162,6673b919-54d6-4825-9541-bf4ee0dc45cf,USER__053,2024-11-26,Water Bill,Commercial Property,Delhi Jal Board,4759.22,5.45,0.07,223,Bank Transfer,Successful,MERCH_0561,Android,Urban,57.17604
1163,5925d867-e526-400a-98c2-5fb685f19145,USER__075,2024-09-05,Grocery Shopping,Refined Sunflower Oil,Amazon Pantry,2014.73,29.19,3.18,390,Credit Card,Successful,MERCH_0654,Android,Urban,24.527040000000003
1164,1d198dd3-4497-49a4-94c7-b497d5fcece2,USER__185,2024-11-12,Taxi Fare,City Ride,Rapido,7009.24,44.48,62.72,660,Bank Transfer,Successful,MERCH_0422,Android,Urban,84.64464
1165,3043b489-8666-49b4-97c3-cf9f1978dcc6,USER__038,2024-10-08,Gas Bill,Piped Natural Gas,Adani Gas,3365.14,1.61,41.6,342,Credit Card,Successful,MERCH_0557,Android,Urban,40.401
1166,0fb3c18a-7687-44c3-a15d-aed92083b970,USER__164,2024-10-13,Gas Bill,Commercial Gas Connection,Gujarat Gas,7707.76,20.18,43.5,340,UPI,Successful,MERCH_0960,Web,Urban,92.73528
1167,3567ea34-84f5-4bcf-a637-e795409edc94,USER__048,2025-01-11,Education Fee,Python Programming Course,Coursera,4247.36,12.53,27.92,259,Debit Card,Successful,MERCH_0359,Android,Urban,51.11867999999999
1168,057562c8-71f2-4419-9d13-28f3d27f39c5,USER__010,2024-12-17,Food Delivery,Masala Dosa,Uber Eats,7320.24,46.31,72.42,52,Debit Card,Successful,MERCH_0657,Web,Suburban,88.3986
1169,bbde9332-4277-4126-b608-6a1eaee36ae5,USER__115,2025-01-02,Insurance Premium,Home Insurance,Max Life,21.63,33.26,28.67,608,UPI,Successful,MERCH_0900,iOS,Suburban,0.65868
1170,464aaad9-1646-4a2a-ac56-7f903b5f797d,USER__091,2024-10-10,Movie Ticket,Dangal,INOX,2795.72,18.01,64.42,527,Debit Card,Successful,MERCH_0192,Android,Urban,33.76476
1171,ae29c7ab-712c-46d9-92d9-71fb1b8cad65,USER__144,2024-12-12,Gaming Credits,Legendary Weapon,Roblox,3050.9,45.04,22.26,211,Debit Card,Successful,MERCH_0170,Android,Urban,37.15128
1172,88455b5f-fe8f-43e4-a724-77089446d8bd,USER__168,2024-12-31,Gas Bill,Commercial Gas Connection,Bharat Gas,9736.75,10.9,89.25,942,Wallet Balance,Successful,MERCH_0088,iOS,Urban,116.9718
1173,d1ab5a94-0b3f-4826-bffb-c9fc78ca6665,USER__145,2024-11-29,Insurance Premium,Motor Insurance,SBI Life,4799.84,49.04,60.6,515,Bank Transfer,Successful,MERCH_0782,iOS,Rural,58.18656
