Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency,USD,Merchant
28/11/2017 17:35,Saving Bank account 1,Food,Bread,Sweet bread cake pav kg,90.0,Expense,INR,1.08,Walmart
28/11/2017 17:35,Saving Bank account 1,Food,Eggs,6 eggs,42.0,Expense,INR,0.504,Starbucks
28/11/2017 17:35,Saving Bank account 1,Food,Bread,,18.0,Expense,INR,0.216,Uber
28/11/2017 17:35,Credit Card,Household,Kirana,Toast+ biscuits,115.0,Expense,INR,1.38,Lyft
28/11/2017 17:35,Saving Bank account 1,Food,vegetables,,140.0,Expense,INR,1.68,Amazon
28/11/2017 8:30,Saving Bank account 1,Food,Milk,1 lit ,69.0,Expense,INR,0.828,Shell
27/11/2017 21:05,Saving Bank account 1,Health,Health,Glasses advance,1000.0,Expense,INR,12.0,Target
27/11/2017 21:05,Saving Bank account 1,Gpay Reward,,,7.0,Income,INR,0.084,Home Depot
27/11/2017 16:07,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR,0.36,Shell
27/11/2017 13:39,Cash,Transportation,auto,Place 6 station to  mall,30.0,Expense,INR,0.36,Lyft
27/11/2017 13:38,Cash,Transportation,Train,1 Place 0 to Place 6,5.0,Expense,INR,0.06,Starbucks
27/11/2017 13:38,Credit Card,Apparel,Footwear,Sandals Hush puppies,2699.0,Expense,INR,32.388,Walmart
26/11/2017 22:26,Saving Bank account 1,Gpay Reward,,,8.0,Income,INR,0.096,Home Depot
26/11/2017 20:30,Cash,Transportation,auto,eye institute to Place 6 station,40.0,Expense,INR,0.48,Uber
26/11/2017 20:30,Credit Card,Health,Medicine,eye drop,159.0,Expense,INR,1.908,Home Depot
26/11/2017 17:29,Cash,Transportation,auto,Place 6 station to eye institute,40.0,Expense,INR,0.48,Best Buy
26/11/2017 17:25,Saving Bank account 1,Health,Hospital,"Routine checkup - eye institute, Place 6",400.0,Expense,INR,4.8,eBay
26/11/2017 16:59,Cash,Transportation,Train,1 Place 0 to Place 6 return,10.0,Expense,INR,0.12,Starbucks
25/11/2017 10:25,Credit Card,subscription,Tata Sky,Permanent Residence - Tata Play recharge,156.0,Expense,INR,1.872,Uber
25/11/2017 9:29,Saving Bank account 1,Food,Milk,1 lit ,69.0,Expense,INR,0.828,Amazon
25/11/2017 9:29,Cash,Apparel,Laundry,clothes ironing : Rs 6 per item,90.0,Expense,INR,1.08,Walmart
25/11/2017 8:35,Cash,Food,vegetables,Half kg tomato,10.0,Expense,INR,0.12,Target
24/11/2017 12:22,Credit Card,Culture,Movie,2 PVR Place 6,314.0,Expense,INR,3.768,Starbucks
23/11/2017 12:22,Cash,Food,Bread,Flatbread 8 pcs,23.0,Expense,INR,0.276,Target
23/11/2017 12:22,Cash,Food,Grocery,Dahi + remaining balance,17.0,Expense,INR,0.204,Target
23/11/2017 12:22,Cash,Food,flour mill,3 kg Bajari,21.0,Expense,INR,0.252,Shell
23/11/2017 6:16,Saving Bank account 1,Food,Milk,1 lit ,69.0,Expense,INR,0.828,Amazon
22/11/2017,Saving Bank account 1,Equity Mutual Fund C,,,1000.0,Transfer-Out,INR,12.0,Starbucks
22/11/2017,Saving Bank account 1,Life Insurance,,,11043.0,Transfer-Out,INR,132.516,Best Buy
20/11/2017 18:39,Saving Bank account 1,Food,Milk,milk 1lit ,70.0,Expense,INR,0.84,Uber
20/11/2017 18:39,Cash,scrap,,,200.0,Income,INR,2.4,Walmart
19/11/2017 20:23,Saving Bank account 1,Food,snacks,1 Panipuri,20.0,Expense,INR,0.24,Best Buy
19/11/2017 20:23,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR,0.36,Home Depot
19/11/2017 20:22,Cash,Transportation,Train,2 Place 0 to Place 6 return,20.0,Expense,INR,0.24,Amazon
19/11/2017 20:22,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR,0.36,Shell
19/11/2017 13:58,Credit Card,Culture,Movie,2 PVR Place 6,436.0,Expense,INR,5.232,Lyft
18/11/2017 22:20,Credit Card,Household,Kirana,Khobra + shengdana+ vim bar,242.0,Expense,INR,2.904,eBay
18/11/2017 20:32,Saving Bank account 1,Food,Eggs,6 eggs,39.0,Expense,INR,0.468,Target
18/11/2017 15:03,Saving Bank account 1,subscription,Mahanagar Gas,,147.0,Expense,INR,1.764,Walmart
18/11/2017 11:06,Saving Bank account 1,Self-development,,Marathon,950.0,Expense,INR,11.4,Target
18/11/2017 8:04,Saving Bank account 1,Food,Milk,1.5 lit milk ,104.0,Expense,INR,1.248,Best Buy
17/11/2017 22:26,Saving Bank account 1,Food,Ice cream,Vanila family pack,105.0,Expense,INR,1.26,Target
17/11/2017 22:25,Saving Bank account 1,Household,Kirana,Agarbatti 55 + dahi 25,80.0,Expense,INR,0.96,Walmart
17/11/2017 13:37,Saving Bank account 1,Food,flour mill,4 kg Gehu,28.0,Expense,INR,0.336,Uber
16/11/2017 5:55,Saving Bank account 1,Food,Milk,1 lit ,70.0,Expense,INR,0.84,Home Depot
15/11/2017 20:48,Credit Card,Food,Dinner,Home Food Delivery,524.0,Expense,INR,6.288,Amazon
15/11/2017 20:47,Saving Bank account 1,Household,Kirana,Toast 55 + Kisan Jam 85 + all out 75,209.0,Expense,INR,2.508,Uber
15/11/2017 20:46,Saving Bank account 1,Education,Stationary,Photo paper print,45.0,Expense,INR,0.54,Starbucks
15/11/2017 20:46,Saving Bank account 1,Food,Bread,brown bread,25.0,Expense,INR,0.3,Walmart
15/11/2017 20:43,Credit Card,Household,Kirana,Amul butter 52 + Good Day biscuits 43,95.0,Expense,INR,1.14,Uber
14/11/2017 22:09,Cash,Food,fruits,,125.0,Expense,INR,1.5,Uber
14/11/2017 22:08,Cash,Family,Pocket money,,770.0,Expense,INR,9.24,Interac Transfer
14/11/2017 20:19,Saving Bank account 1,Food,Grocery,vegetables,160.0,Expense,INR,1.92,Uber
13/11/2017 20:18,Saving Bank account 1,Household,Kirana,Pani Puri packet + Bundi + chivda,180.0,Expense,INR,2.16,Lyft
13/11/2017 20:18,Saving Bank account 1,Food,Milk,milk 1lit varna,70.0,Expense,INR,0.84,Home Depot
13/11/2017 20:17,Saving Bank account 1,Food,Grocery,onion 1 kg + half kg potato,50.0,Expense,INR,0.6,Starbucks
13/11/2017 20:17,Credit Card,Household,Kirana,Maggie + lizol,268.0,Expense,INR,3.216,Best Buy
13/11/2017 20:16,Saving Bank account 1,Food,Grocery,Shev bhaji sev pav kg,60.0,Expense,INR,0.72,Uber
12/11/2017,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR,0.36,Starbucks
12/11/2017,Credit Card,Food,Dinner,At restaurant,1525.0,Expense,INR,18.3,Lyft
12/11/2017,Cash,Food,Tea,,12.0,Expense,INR,0.144,Uber
12/11/2017,Credit Card,Household,Appliances,USB cord,130.0,Expense,INR,1.56,Amazon
12/11/2017,Cash,Household,Appliances,Screwdriver 2,120.0,Expense,INR,1.44,Lyft
12/11/2017,Credit Card,Other,,Shopping at Alfa,3690.0,Expense,INR,44.28,Home Depot
12/11/2017,Cash,Transportation,auto,Place P station to Alfa market,34.0,Expense,INR,0.408,Uber
12/11/2017,Cash,Transportation,Train,Place 4 station to Place P return,30.0,Expense,INR,0.36,eBay
12/11/2017,Cash,Transportation,Train,Place 0 to Place P return,40.0,Expense,INR,0.48,Uber
11/11/2017,Saving Bank account 1,Food,Eggs,6 eggs,39.0,Expense,INR,0.468,eBay
11/11/2017,Saving Bank account 1,Food,Milk,Half lit  milk,26.0,Expense,INR,0.312,Target
10/11/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000.0,Transfer-Out,INR,12.0,Lyft
9/11/2017,Cash,Apparel,Laundry,clothes ironing : Rs 6 per item,72.0,Expense,INR,0.864,Best Buy
9/11/2017,Cash,Household,Toiletries,Colgate max fresh small,20.0,Expense,INR,0.24,Uber
9/11/2017,Credit Card,Household,Kirana,,67.0,Expense,INR,0.804,Target
9/11/2017,Saving Bank account 1,Health,Medicine,Acne Star cream,100.0,Expense,INR,1.2,Lyft
9/11/2017,Saving Bank account 1,Food,Lunch,Bhendi bhaji,40.0,Expense,INR,0.48,eBay
9/11/2017,Saving Bank account 1,Food,Milk,1 lit ,70.0,Expense,INR,0.84,Starbucks
8/11/2017,Credit Card,Household,Kirana,,539.0,Expense,INR,6.468,Starbucks
8/11/2017,Saving Bank account 1,Gpay Reward,,,6.0,Income,INR,0.072,Amazon
8/11/2017,Saving Bank account 1,Food,fruits,1 kg apple,130.0,Expense,INR,1.56,Home Depot
7/11/2017,Saving Bank account 1,Food,Milk,1 lit ,70.0,Expense,INR,0.84,Walmart
7/11/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000.0,Transfer-Out,INR,12.0,Uber
6/11/2017,Cash,Food,Eggs,6 eggs,39.0,Expense,INR,0.468,Uber
5/11/2017,Cash,Transportation,auto,Place 0 to Current Residence,15.0,Expense,INR,0.18,Amazon
5/11/2017,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,200.0,Expense,INR,2.4,Lyft
5/11/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000.0,Transfer-Out,INR,12.0,Amazon
3/11/2017,Equity Mutual Fund B,Saving Bank account 1,,,2000.0,Transfer-Out,INR,24.0,Shell
3/11/2017,Saving Bank account 1,subscription,Edtech Course,,2700.0,Expense,INR,32.4,Lyft
2/11/2017,Cash,Food,snacks,2 pavwada,20.0,Expense,INR,0.24,Amazon
2/11/2017,Cash,Other,,Dambar goli 2 packets ( Naphthalene balls),130.0,Expense,INR,1.56,Starbucks
1/11/2017,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296.0,Expense,INR,3.552,Best Buy
1/11/2017,Saving Bank account 1,Salary,,From workplace ,78298.0,Income,INR,939.576,Starbucks
1/11/2017,Saving Bank account 1,Recurring Deposit,,,1000.0,Transfer-Out,INR,12.0,Amazon
1/11/2017,Saving Bank account 1,Recurring Deposit,,,1000.0,Transfer-Out,INR,12.0,Best Buy
1/11/2017,Saving Bank account 1,Public Provident Fund,,,10000.0,Transfer-Out,INR,120.0,Home Depot
1/11/2017,Saving Bank account 1,Money transfer,Home,,10000.0,Expense,INR,120.0,Walmart
29/10/2017 22:56,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296.0,Expense,INR,3.552,Amazon
29/10/2017 22:24,Credit Card,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296.0,Expense,INR,3.552,Amazon
29/10/2017 21:54,Credit Card,subscription,Hotstar,subscription 1yr,795.49,Expense,INR,9.54588,Amazon
27/10/2017 12:55,Cash,Transportation,auto,Permanent Residence to bus stand,40.0,Expense,INR,0.48,Uber
26/10/2017 19:24,Cash,Transportation,auto,within city,50.0,Expense,INR,0.6,Shell
26/10/2017 19:23,Cash,Festivals,Diwali,Offering,50.0,Expense,INR,0.6,eBay
26/10/2017 16:34,Cash,Festivals,Diwali,Offering,10.0,Expense,INR,0.12,Walmart
26/10/2017 13:01,Cash,Festivals,Diwali,Offering,500.0,Expense,INR,6.0,Walmart
25/10/2017 21:51,Saving Bank account 1,Petty cash,,From Family,3000.0,Income,INR,36.0,Uber
24/10/2017 18:27,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296.0,Expense,INR,3.552,Home Depot
24/10/2017 10:58,Cash,Food,snacks,Dahi,10.0,Expense,INR,0.12,Amazon
23/10/2017 21:28,Cash,Household,Toiletries,Shampoo sachets,9.0,Expense,INR,0.108,Lyft
23/10/2017 19:00,Cash,Apparel,Footwear,Slippers,220.0,Expense,INR,2.64,Uber
23/10/2017 18:57,Cash,Festivals,Diwali,Aakash kandil,200.0,Expense,INR,2.4,Walmart
23/10/2017 18:54,Cash,Household,Toiletries,Dettol liquid handwash refill,99.0,Expense,INR,1.188,eBay
23/10/2017 11:03,Cash,Household,Kitchen,flour mill,27.0,Expense,INR,0.324,Lyft
23/10/2017 9:02,Cash,Household,Kirana,,50.0,Expense,INR,0.6,Walmart
23/10/2017 4:23,Saving Bank account 1,subscription,Tata Sky,Permanent Residence - Tata Play recharge,191.0,Expense,INR,2.292,Amazon
22/10/2017 18:35,Cash,Transportation,auto,Current Residence to Place 1 bus stop highway,50.0,Expense,INR,0.6,Starbucks
22/10/2017,Saving Bank account 1,Equity Mutual Fund C,,,1000.0,Transfer-Out,INR,12.0,Shell
21/10/2017 21:32,Credit Card,Other,,ipad cover + case,1888.0,Expense,INR,22.656,Home Depot
21/10/2017 19:30,Cash,Food,Grocery,Onion half kg 13 + milkybar 10 + Colgate maxfresh 10,33.0,Expense,INR,0.396,Best Buy
21/10/2017 13:43,Cash,maid,,,2000.0,Expense,INR,24.0,Home Depot
20/10/2017 23:03,Saving Bank account 1,Gift,,farewell contribution,200.0,Expense,INR,2.4,Best Buy
20/10/2017 19:54,Cash,Festivals,Diwali,Rangoli + stamp,20.0,Expense,INR,0.24,Uber
19/10/2017 21:44,Cash,Food,snacks,Gupta bhel,25.0,Expense,INR,0.3,eBay
18/10/2017 19:24,Credit Card,Transportation,train,2 Place 2 to Place 3 : Sevagram express 3AC,1333.0,Expense,INR,15.996,Amazon
18/10/2017 19:16,Credit Card,Transportation,train,2 Place 3 to Place 2 : Amritsar express 3AC,1231.0,Expense,INR,14.772,Amazon
17/10/2017 13:18,Saving Bank account 1,Petty cash,,From Family,3000.0,Income,INR,36.0,Home Depot
13/10/2017 12:33,Cash,Family,Pocket money,,70.0,Expense,INR,0.84,Interac Transfer
11/10/2017,Saving Bank account 1,Equity Mutual Fund D,,Lumpsum,10000.0,Transfer-Out,INR,120.0,Starbucks
11/10/2017,Saving Bank account 1,Transportation,train,Place 2 to Place 3 sevagram,658.6,Expense,INR,7.9032,Home Depot
10/10/2017,Cash,Household,Kitchen,flour mill,14.0,Expense,INR,0.168,Starbucks
10/10/2017,Saving Bank account 1,Share Market,,Stock market,150000.0,Transfer-Out,INR,1800.0,Home Depot
10/10/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000.0,Transfer-Out,INR,12.0,Amazon
9/10/2017,Cash,Food,fruits,,230.0,Expense,INR,2.76,Walmart
9/10/2017,Cash,Food,Grocery,vegetables,280.0,Expense,INR,3.36,Lyft
9/10/2017,Saving Bank account 1,subscription,Wifi Internet Service,1 Year Plan (40mbps + UL+ 3 Months Free),5640.0,Expense,INR,67.68,Amazon
8/10/2017,Credit Card,Gift,,For Friend,6500.0,Expense,INR,78.0,Best Buy
8/10/2017,Credit Card,Family,clothes,Fab India,3198.0,Expense,INR,38.376,Interac Transfer
7/10/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000.0,Transfer-Out,INR,12.0,Target
6/10/2017,Saving Bank account 1,Health,Medicine,,468.0,Expense,INR,5.616,Best Buy
5/10/2017,Saving Bank account 1,Other,,account opening fee,200.0,Expense,INR,2.4,Home Depot
5/10/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000.0,Transfer-Out,INR,12.0,Shell
4/10/2017,Saving Bank account 1,subscription,Edtech Course,,2700.0,Expense,INR,32.4,Best Buy
4/10/2017,Saving Bank account 1,Health,Medicine,Boroline + band aid,50.0,Expense,INR,0.6,Amazon
4/10/2017,Cash,Family,Pocket money,,400.0,Expense,INR,4.8,Interac Transfer
2/10/2017,Credit Card,Household,Kirana,Supermart,3055.0,Expense,INR,36.66,eBay
2/10/2017,Cash,maid,,,2000.0,Expense,INR,24.0,Uber
1/10/2017,Saving Bank account 1,subscription,Hotstar,3 months subscription Mobile,149.0,Expense,INR,1.788,Lyft
1/10/2017,Saving Bank account 1,Recurring Deposit,,,1000.0,Transfer-Out,INR,12.0,Starbucks
1/10/2017,Saving Bank account 1,Recurring Deposit,,,1000.0,Transfer-Out,INR,12.0,Lyft
1/10/2017,Saving Bank account 1,Public Provident Fund,,,10000.0,Transfer-Out,INR,120.0,Home Depot
1/10/2017,Saving Bank account 1,Money transfer,Home,,10000.0,Expense,INR,120.0,Shell
30/09/2017 20:24,Saving Bank account 1,Health,Medicine,Candid dusting powder,59.0,Expense,INR,0.708,Best Buy
30/09/2017 20:24,Saving Bank account 1,Household,Kirana,Supermart,155.0,Expense,INR,1.86,Starbucks
30/09/2017 20:23,Saving Bank account 1,Food,Grocery,vegetables,135.0,Expense,INR,1.62,Lyft
30/09/2017 20:22,Cash,Food,Grocery,vegetables,30.0,Expense,INR,0.36,Walmart
30/09/2017 17:03,Cash,Household,Kitchen,Cooktop installation+ base,600.0,Expense,INR,7.2,Amazon
30/09/2017 10:12,Saving Bank account 1,Salary,,From workplace ,61578.0,Income,INR,738.936,Target
30/09/2017 7:40,Saving Bank account 1,Interest,,interest paid,778.0,Income,INR,9.336,Shell
29/09/2017 21:53,Cash,Apparel,Laundry,clothes ironing : Rs 6 per item,60.0,Expense,INR,0.72,Target
29/09/2017 21:53,Cash,Food,snacks,Gupta bhel,25.0,Expense,INR,0.3,Amazon
29/09/2017 21:53,Cash,Food,Ice cream,Vanila cup,10.0,Expense,INR,0.12,Walmart
29/09/2017 21:52,Saving Bank account 1,Health,Medicine,3 tablet Nor tz,21.0,Expense,INR,0.252,Best Buy
28/09/2017 18:32,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,215.0,Expense,INR,2.58,Starbucks
28/09/2017 16:58,Saving Bank account 1,Transportation,Travels,2 Place 1 to Place 2 - Novelty tour and travels,2388.0,Expense,INR,28.656,Amazon
27/09/2017 20:17,Cash,Household,Kirana,,312.0,Expense,INR,3.744,Home Depot
27/09/2017 15:55,Saving Bank account 1,Gpay Reward,,,6.0,Income,INR,0.072,Shell
27/09/2017 15:53,Saving Bank account 1,Gift,,farewell contribution,334.0,Expense,INR,4.008,Best Buy
25/09/2017 17:57,Saving Bank account 1,Food,fruits,half kg chiku,30.0,Expense,INR,0.36,Walmart
25/09/2017 17:56,Saving Bank account 1,Food,fruits,Apple 2 kg (110) + Banana 1kg (80),300.0,Expense,INR,3.6,Starbucks
24/09/2017 21:05,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR,0.36,Best Buy
24/09/2017 21:05,Cash,Transportation,Train,Place 0 to WS return,10.0,Expense,INR,0.12,eBay
24/09/2017 15:58,Credit Card,Culture,Movie,2,560.0,Expense,INR,6.72,Uber
24/09/2017 11:36,Cash,Food,Sweets,Half kg pedhe,280.0,Expense,INR,3.36,Starbucks
24/09/2017 11:36,Saving Bank account 1,Beauty,grooming,hair cut,100.0,Expense,INR,1.2,eBay
23/09/2017 21:04,Saving Bank account 1,Food,Dinner,Chicken masala gravy,100.0,Expense,INR,1.2,Uber
22/09/2017,Saving Bank account 1,Equity Mutual Fund C,,,1000.0,Transfer-Out,INR,12.0,Walmart
21/09/2017 15:07,Cash,Other,,Umbrella cover repair,10.0,Expense,INR,0.12,Starbucks
21/09/2017 15:06,Cash,Transportation,auto,Place 0 to Current Residence,15.0,Expense,INR,0.18,Home Depot
21/09/2017 12:45,Cash,Food,snacks,Vadapav,15.0,Expense,INR,0.18,Uber
21/09/2017 12:45,Cash,Food,Tea,,10.0,Expense,INR,0.12,Amazon
21/09/2017 8:05,Cash,Transportation,Train,Place 0 to dadar return,30.0,Expense,INR,0.36,Walmart
21/09/2017 7:52,Cash,Family,Pocket money,,70.0,Expense,INR,0.84,Interac Transfer
20/09/2017 19:14,Saving Bank account 1,Health,Health,Surgical gloves pair,20.0,Expense,INR,0.24,Amazon
20/09/2017 14:01,Saving Bank account 1,Other,,CSR,100.0,Expense,INR,1.2,Shell
20/09/2017 14:01,Cash,Family,Pocket money,,20.0,Expense,INR,0.24,Interac Transfer
18/09/2017 20:35,Saving Bank account 1,Health,Medicine,,55.0,Expense,INR,0.66,Walmart
18/09/2017 10:22,Cash,Food,fruits,half kg chiku,60.0,Expense,INR,0.72,Walmart
18/09/2017 10:22,Cash,Food,fruits,Nariyal,55.0,Expense,INR,0.66,Target
17/09/2017 21:47,Saving Bank account 1,Household,Kirana,,114.0,Expense,INR,1.368,Target
17/09/2017 12:45,Saving Bank account 1,Health,Medicine,,151.0,Expense,INR,1.812,Starbucks
17/09/2017 10:50,Credit Card,Household,Kirana,Supermart,558.0,Expense,INR,6.696,eBay
17/09/2017 10:50,Saving Bank account 1,Food,Bread,,35.0,Expense,INR,0.42,Amazon
17/09/2017 10:50,Saving Bank account 1,Food,Milk,1.5 lit milk ,99.0,Expense,INR,1.188,eBay
15/09/2017 22:32,Cash,Food,Dinner,Sugaran Kitchen,60.0,Expense,INR,0.72,eBay
15/09/2017 13:32,Saving Bank account 1,Food,Lunch,,130.0,Expense,INR,1.56,Home Depot
15/09/2017 11:48,Cash,Food,fruits,Nariyal,55.0,Expense,INR,0.66,Shell
15/09/2017 11:48,Saving Bank account 1,Health,Medicine,,373.0,Expense,INR,4.476,Home Depot
15/09/2017 11:47,Saving Bank account 1,Health,Hospital,Doctor Fees,150.0,Expense,INR,1.8,Starbucks
15/09/2017 11:46,Saving Bank account 1,Transportation,Travels,2 Place 2 to Place 1 - Novelty tour and travels,1400.0,Expense,INR,16.8,Best Buy
15/09/2017 9:56,Saving Bank account 1,Food,Tea,2 tea parcel,24.0,Expense,INR,0.288,Starbucks
15/09/2017 9:56,Saving Bank account 1,Food,breakfast,2 plates poha,50.0,Expense,INR,0.6,Walmart
15/09/2017 9:56,Saving Bank account 1,Food,Milk,milk 1lit ,66.0,Expense,INR,0.792,Home Depot
14/09/2017 6:21,Credit Card,Food,Lunch,,282.0,Expense,INR,3.384,Best Buy
14/09/2017 6:21,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,100.0,Expense,INR,1.2,Lyft
13/09/2017 21:24,Saving Bank account 1,Food,Dinner,Sugaran Kitchen,110.0,Expense,INR,1.32,Shell
12/09/2017,Saving Bank account 1,Gpay Reward,,,5.0,Income,INR,0.06,Shell
12/09/2017,Saving Bank account 1,Food,Milk,milk 1lit ,66.0,Expense,INR,0.792,Best Buy
11/09/2017,Cash,Transportation,auto,Current Residence to Place 1 bus stop highway,60.0,Expense,INR,0.72,Walmart
11/09/2017,Saving Bank account 1,Transportation,Travels,2 Place 1 to Place 2 - Novelty tour and travels,2598.0,Expense,INR,31.176,eBay
11/09/2017,Saving Bank account 1,Family,Pocket money,,2500.0,Expense,INR,30.0,Interac Transfer
11/09/2017,Saving Bank account 1,Gpay Reward,,,6.0,Income,INR,0.072,Home Depot
11/09/2017,Saving Bank account 1,Food,Grocery,vegetables,285.0,Expense,INR,3.42,Lyft
11/09/2017,Cash,Transportation,train,Local pass to Family,100.0,Expense,INR,1.2,Best Buy
11/09/2017,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR,0.36,Uber
11/09/2017,Saving Bank account 1,Food,snacks,Idli 4 pcs + kachori 4 pcs,93.0,Expense,INR,1.116,Home Depot
10/09/2017,Saving Bank account 1,Household,Kirana,Supermart,514.0,Expense,INR,6.168,eBay
10/09/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000.0,Transfer-Out,INR,12.0,eBay
9/09/2017,Cash,Health,Medicine,V-wash,45.0,Expense,INR,0.54,Home Depot
8/09/2017,Saving Bank account 1,Transportation,Travels,2 Place 1 to Place 2 - Novelty tour and travels,1440.0,Expense,INR,17.28,Home Depot
8/09/2017,Cash,Food,flour mill,M D sure 4kg atta,196.0,Expense,INR,2.352,Lyft
7/09/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000.0,Transfer-Out,INR,12.0,eBay
6/09/2017,Cash,Family,Pocket money,,500.0,Expense,INR,6.0,Interac Transfer
6/09/2017,Cash,Other,,Pant chain repair,20.0,Expense,INR,0.24,Home Depot
6/09/2017,Saving Bank account 1,Food,snacks,Sweet bread cake 90 + veg puff 2,140.0,Expense,INR,1.68,Shell
5/09/2017,Saving Bank account 1,subscription,Edtech Course,,2700.0,Expense,INR,32.4,Uber
5/09/2017,Cash,Education,Stationary,Print outs+ Xerox,50.0,Expense,INR,0.6,Lyft
5/09/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000.0,Transfer-Out,INR,12.0,Best Buy
4/09/2017,Saving Bank account 1,Food,Ice cream,4 cups (2 Vanilla 2 tutifruity),40.0,Expense,INR,0.48,Amazon
3/09/2017,Saving Bank account 1,Other,,clock cell,15.0,Expense,INR,0.18,eBay
3/09/2017,Saving Bank account 1,subscription,Newspaper,,170.0,Expense,INR,2.04,eBay
1/09/2017,Cash,maid,,,820.0,Expense,INR,9.84,Starbucks
1/09/2017,Saving Bank account 1,Food,Milk,milk 1lit ,66.0,Expense,INR,0.792,Best Buy
1/09/2017,Saving Bank account 1,Recurring Deposit,,,1000.0,Transfer-Out,INR,12.0,Amazon
1/09/2017,Saving Bank account 1,Recurring Deposit,,,1000.0,Transfer-Out,INR,12.0,Amazon
1/09/2017,Saving Bank account 1,Public Provident Fund,,,10000.0,Transfer-Out,INR,120.0,Home Depot
1/09/2017,Saving Bank account 1,Money transfer,Home,,10000.0,Expense,INR,120.0,Shell
